genome,MAG_ID,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
3300050025_8.fna,3300050025_8,159_1,0.050000000000000044,average,fastANI,159
3300034281_6.fna,3300034281_6,160_0,0.050000000000000044,average,fastANI,160
3300056902_132.fna,3300056902_132,161_0,0.050000000000000044,average,fastANI,161
3300082317_7.fna,3300082317_7,162_0,0.050000000000000044,average,fastANI,162
3300075492_32.fna,3300075492_32,163_0,0.050000000000000044,average,fastANI,163
3300056887_165.fna,3300056887_165,164_0,0.050000000000000044,average,fastANI,164
3300060291_38.fna,3300060291_38,165_0,0.050000000000000044,average,fastANI,165
3300031965_19.fna,3300031965_19,166_0,0.050000000000000044,average,fastANI,166
3300082281_57.fna,3300082281_57,167_0,0.050000000000000044,average,fastANI,167
3300056902_112.fna,3300056902_112,168_1,0.050000000000000044,average,fastANI,168
3300056904_151.fna,3300056904_151,168_1,0.050000000000000044,average,fastANI,168
3300056973_155.fna,3300056973_155,168_1,0.050000000000000044,average,fastANI,168
3300059599_72.fna,3300059599_72,169_0,0.050000000000000044,average,fastANI,169
3300017938_23.fna,3300017938_23,170_1,0.050000000000000044,average,fastANI,170
3300018005_23.fna,3300018005_23,170_1,0.050000000000000044,average,fastANI,170
3300018015_21.fna,3300018015_21,170_1,0.050000000000000044,average,fastANI,170
3300018018_29.fna,3300018018_29,170_1,0.050000000000000044,average,fastANI,170
3300038424_28.fna,3300038424_28,170_1,0.050000000000000044,average,fastANI,170
3300038425_29.fna,3300038425_29,170_1,0.050000000000000044,average,fastANI,170
3300038427_33.fna,3300038427_33,170_1,0.050000000000000044,average,fastANI,170
3300038450_22.fna,3300038450_22,170_1,0.050000000000000044,average,fastANI,170
3300032897_28.fna,3300032897_28,171_0,0.050000000000000044,average,fastANI,171
3300032897_25.fna,3300032897_25,172_0,0.050000000000000044,average,fastANI,172
3300080692_32.fna,3300080692_32,173_1,0.050000000000000044,average,fastANI,173
3300081524_19.fna,3300081524_19,173_1,0.050000000000000044,average,fastANI,173
3300075561_45.fna,3300075561_45,174_0,0.050000000000000044,average,fastANI,174
3300054965_35.fna,3300054965_35,175_0,0.050000000000000044,average,fastANI,175
3300078750_36.fna,3300078750_36,176_0,0.050000000000000044,average,fastANI,176
3300049140_27.fna,3300049140_27,177_1,0.050000000000000044,average,fastANI,177
3300049782_16.fna,3300049782_16,177_1,0.050000000000000044,average,fastANI,177
3300049167_17.fna,3300049167_17,178_1,0.050000000000000044,average,fastANI,178
3300049782_18.fna,3300049782_18,178_2,0.050000000000000044,average,fastANI,178
3300046373_11.fna,3300046373_11,179_0,0.050000000000000044,average,fastANI,179
3300075583_23.fna,3300075583_23,180_1,0.050000000000000044,average,fastANI,180
3300075629_4.fna,3300075629_4,180_1,0.050000000000000044,average,fastANI,180
3300077309_7.fna,3300077309_7,180_1,0.050000000000000044,average,fastANI,180
3300077332_26.fna,3300077332_26,180_1,0.050000000000000044,average,fastANI,180
3300077333_49.fna,3300077333_49,180_1,0.050000000000000044,average,fastANI,180
3300077437_77.fna,3300077437_77,180_1,0.050000000000000044,average,fastANI,180
3300077439_3.fna,3300077439_3,180_1,0.050000000000000044,average,fastANI,180
3300077732_67.fna,3300077732_67,180_1,0.050000000000000044,average,fastANI,180
3300077737_54.fna,3300077737_54,180_1,0.050000000000000044,average,fastANI,180
3300078488_52.fna,3300078488_52,180_1,0.050000000000000044,average,fastANI,180
3300078525_51.fna,3300078525_51,180_1,0.050000000000000044,average,fastANI,180
3300080622_14.fna,3300080622_14,180_1,0.050000000000000044,average,fastANI,180
3300080648_20.fna,3300080648_20,180_1,0.050000000000000044,average,fastANI,180
3300080649_18.fna,3300080649_18,180_1,0.050000000000000044,average,fastANI,180
3300080672_38.fna,3300080672_38,180_1,0.050000000000000044,average,fastANI,180
3300080719_2.fna,3300080719_2,180_1,0.050000000000000044,average,fastANI,180
3300081038_38.fna,3300081038_38,180_1,0.050000000000000044,average,fastANI,180
3300081523_36.fna,3300081523_36,180_1,0.050000000000000044,average,fastANI,180
3300081787_12.fna,3300081787_12,180_1,0.050000000000000044,average,fastANI,180
3300081793_18.fna,3300081793_18,180_1,0.050000000000000044,average,fastANI,180
3300081794_11.fna,3300081794_11,180_1,0.050000000000000044,average,fastANI,180
3300056903_99.fna,3300056903_99,181_1,0.050000000000000044,average,fastANI,181
3300057025_132.fna,3300057025_132,181_1,0.050000000000000044,average,fastANI,181
3300056973_140.fna,3300056973_140,182_0,0.050000000000000044,average,fastANI,182
3300077312_66.fna,3300077312_66,183_0,0.050000000000000044,average,fastANI,183
3300077806_42.fna,3300077806_42,184_0,0.050000000000000044,average,fastANI,184
3300075653_60.fna,3300075653_60,185_0,0.050000000000000044,average,fastANI,185
3300075653_81.fna,3300075653_81,186_0,0.050000000000000044,average,fastANI,186
3300077094_109.fna,3300077094_109,187_0,0.050000000000000044,average,fastANI,187
3300082212_101.fna,3300082212_101,188_0,0.050000000000000044,average,fastANI,188
3300056793_25.fna,3300056793_25,189_0,0.050000000000000044,average,fastANI,189
3300077806_34.fna,3300077806_34,190_0,0.050000000000000044,average,fastANI,190
3300077666_17.fna,3300077666_17,191_1,0.050000000000000044,average,fastANI,191
3300077675_77.fna,3300077675_77,191_1,0.050000000000000044,average,fastANI,191
3300076293_54.fna,3300076293_54,191_2,0.050000000000000044,average,fastANI,191
3300042922_112.fna,3300042922_112,192_0,0.050000000000000044,average,fastANI,192
3300075655_13.fna,3300075655_13,193_0,0.050000000000000044,average,fastANI,193
3300054681_52.fna,3300054681_52,194_1,0.050000000000000044,average,fastANI,194
3300054968_21.fna,3300054968_21,194_1,0.050000000000000044,average,fastANI,194
3300054988_39.fna,3300054988_39,195_0,0.050000000000000044,average,fastANI,195
3300014162_15.fna,3300014162_15,196_0,0.050000000000000044,average,fastANI,196
3300020582_11.fna,3300020582_11,197_0,0.050000000000000044,average,fastANI,197
3300054682_55.fna,3300054682_55,198_1,0.050000000000000044,average,fastANI,198
3300054705_82.fna,3300054705_82,198_1,0.050000000000000044,average,fastANI,198
3300054988_65.fna,3300054988_65,199_0,0.050000000000000044,average,fastANI,199
3300056897_132.fna,3300056897_132,200_1,0.050000000000000044,average,fastANI,200
3300056906_38.fna,3300056906_38,200_1,0.050000000000000044,average,fastANI,200
3300056997_71.fna,3300056997_71,200_1,0.050000000000000044,average,fastANI,200
3300057040_23.fna,3300057040_23,201_0,0.050000000000000044,average,fastANI,201
3300060291_130.fna,3300060291_130,202_0,0.050000000000000044,average,fastANI,202
3300060291_150.fna,3300060291_150,203_0,0.050000000000000044,average,fastANI,203
3300044798_26.fna,3300044798_26,204_0,0.050000000000000044,average,fastANI,204
3300013307_74.fna,3300013307_74,205_0,0.050000000000000044,average,fastANI,205
3300037466_25.fna,3300037466_25,206_0,0.050000000000000044,average,fastANI,206
3300049581_3.fna,3300049581_3,207_1,0.050000000000000044,average,fastANI,207
3300049822_49.fna,3300049822_49,207_1,0.050000000000000044,average,fastANI,207
3300031670_36.fna,3300031670_36,208_0,0.050000000000000044,average,fastANI,208
3300050011_72.fna,3300050011_72,209_0,0.050000000000000044,average,fastANI,209
3300036830_22.fna,3300036830_22,210_0,0.050000000000000044,average,fastANI,210
3300064041_98.fna,3300064041_98,211_1,0.050000000000000044,average,fastANI,211
3300064046_86.fna,3300064046_86,211_2,0.050000000000000044,average,fastANI,211
3300061175_32.fna,3300061175_32,212_0,0.050000000000000044,average,fastANI,212
3300037258_34.fna,3300037258_34,213_0,0.050000000000000044,average,fastANI,213
3300066659_129.fna,3300066659_129,214_0,0.050000000000000044,average,fastANI,214
3300048611_21.fna,3300048611_21,215_0,0.050000000000000044,average,fastANI,215
3300080737_18.fna,3300080737_18,216_0,0.050000000000000044,average,fastANI,216
3300055460_33.fna,3300055460_33,217_1,0.050000000000000044,average,fastANI,217
3300056678_18.fna,3300056678_18,217_1,0.050000000000000044,average,fastANI,217
3300056753_86.fna,3300056753_86,217_1,0.050000000000000044,average,fastANI,217
3300056799_66.fna,3300056799_66,217_1,0.050000000000000044,average,fastANI,217
3300064047_22.fna,3300064047_22,217_1,0.050000000000000044,average,fastANI,217
3300077812_77.fna,3300077812_77,218_1,0.050000000000000044,average,fastANI,218
3300077813_72.fna,3300077813_72,218_1,0.050000000000000044,average,fastANI,218
3300079509_144.fna,3300079509_144,218_1,0.050000000000000044,average,fastANI,218
3300061638_57.fna,3300061638_57,219_0,0.050000000000000044,average,fastANI,219
3300082510_11.fna,3300082510_11,220_0,0.050000000000000044,average,fastANI,220
3300046674_27.fna,3300046674_27,221_0,0.050000000000000044,average,fastANI,221
3300030042_16.fna,3300030042_16,222_1,0.050000000000000044,average,fastANI,222
3300030687_20.fna,3300030687_20,222_1,0.050000000000000044,average,fastANI,222
3300031837_24.fna,3300031837_24,222_1,0.050000000000000044,average,fastANI,222
3300031525_30.fna,3300031525_30,223_0,0.050000000000000044,average,fastANI,223
3300037076_30.fna,3300037076_30,224_0,0.050000000000000044,average,fastANI,224
3300037222_12.fna,3300037222_12,225_0,0.050000000000000044,average,fastANI,225
3300021420_9.fna,3300021420_9,226_0,0.050000000000000044,average,fastANI,226
3300047629_5.fna,3300047629_5,227_0,0.050000000000000044,average,fastANI,227
3300032157_30.fna,3300032157_30,228_0,0.050000000000000044,average,fastANI,228
3300062833_53.fna,3300062833_53,229_0,0.050000000000000044,average,fastANI,229
3300082244_25.fna,3300082244_25,230_0,0.050000000000000044,average,fastANI,230
3300055049_23.fna,3300055049_23,231_0,0.050000000000000044,average,fastANI,231
3300060323_106.fna,3300060323_106,232_0,0.050000000000000044,average,fastANI,232
3300063075_19.fna,3300063075_19,233_1,0.050000000000000044,average,fastANI,233
3300063260_53.fna,3300063260_53,233_1,0.050000000000000044,average,fastANI,233
3300063261_73.fna,3300063261_73,233_2,0.050000000000000044,average,fastANI,233
3300053229_35.fna,3300053229_35,234_0,0.050000000000000044,average,fastANI,234
3300059374_30.fna,3300059374_30,235_0,0.050000000000000044,average,fastANI,235
3300060314_19.fna,3300060314_19,236_0,0.050000000000000044,average,fastANI,236
3300049573_51.fna,3300049573_51,237_1,0.050000000000000044,average,fastANI,237
3300049580_30.fna,3300049580_30,237_1,0.050000000000000044,average,fastANI,237
3300056674_155.fna,3300056674_155,238_1,0.050000000000000044,average,fastANI,238
3300056752_137.fna,3300056752_137,238_1,0.050000000000000044,average,fastANI,238
3300056811_189.fna,3300056811_189,238_1,0.050000000000000044,average,fastANI,238
3300055523_32.fna,3300055523_32,239_1,0.050000000000000044,average,fastANI,239
3300056673_162.fna,3300056673_162,239_1,0.050000000000000044,average,fastANI,239
3300056676_41.fna,3300056676_41,239_1,0.050000000000000044,average,fastANI,239
3300056751_28.fna,3300056751_28,239_1,0.050000000000000044,average,fastANI,239
3300056752_331.fna,3300056752_331,239_1,0.050000000000000044,average,fastANI,239
3300056753_245.fna,3300056753_245,239_1,0.050000000000000044,average,fastANI,239
3300056797_266.fna,3300056797_266,239_1,0.050000000000000044,average,fastANI,239
3300056798_293.fna,3300056798_293,239_1,0.050000000000000044,average,fastANI,239
3300056799_22.fna,3300056799_22,239_1,0.050000000000000044,average,fastANI,239
3300056809_135.fna,3300056809_135,239_1,0.050000000000000044,average,fastANI,239
3300063180_25.fna,3300063180_25,239_1,0.050000000000000044,average,fastANI,239
3300064096_85.fna,3300064096_85,239_1,0.050000000000000044,average,fastANI,239
3300064047_119.fna,3300064047_119,240_0,0.050000000000000044,average,fastANI,240
3300056903_30.fna,3300056903_30,241_1,0.050000000000000044,average,fastANI,241
3300057055_43.fna,3300057055_43,241_1,0.050000000000000044,average,fastANI,241
3300057044_3.fna,3300057044_3,242_0,0.050000000000000044,average,fastANI,242
3300056889_61.fna,3300056889_61,243_1,0.050000000000000044,average,fastANI,243
3300057013_129.fna,3300057013_129,243_1,0.050000000000000044,average,fastANI,243
3300056889_149.fna,3300056889_149,244_0,0.050000000000000044,average,fastANI,244
3300033402_43.fna,3300033402_43,245_1,0.050000000000000044,average,fastANI,245
3300033405_44.fna,3300033405_44,245_1,0.050000000000000044,average,fastANI,245
3300044904_83.fna,3300044904_83,246_1,0.050000000000000044,average,fastANI,246
3300052918_18.fna,3300052918_18,246_1,0.050000000000000044,average,fastANI,246
3300017929_26.fna,3300017929_26,246_2,0.050000000000000044,average,fastANI,246
3300018004_20.fna,3300018004_20,246_2,0.050000000000000044,average,fastANI,246
3300018024_26.fna,3300018024_26,246_2,0.050000000000000044,average,fastANI,246
3300018025_21.fna,3300018025_21,246_2,0.050000000000000044,average,fastANI,246
3300038416_26.fna,3300038416_26,246_2,0.050000000000000044,average,fastANI,246
3300038418_24.fna,3300038418_24,246_2,0.050000000000000044,average,fastANI,246
3300038423_25.fna,3300038423_25,246_2,0.050000000000000044,average,fastANI,246
3300038429_29.fna,3300038429_29,246_2,0.050000000000000044,average,fastANI,246
3300039307_25.fna,3300039307_25,246_2,0.050000000000000044,average,fastANI,246
3300039412_40.fna,3300039412_40,246_2,0.050000000000000044,average,fastANI,246
3300057044_4.fna,3300057044_4,247_0,0.050000000000000044,average,fastANI,247
3300036851_10.fna,3300036851_10,248_0,0.050000000000000044,average,fastANI,248
3300060914_32.fna,3300060914_32,249_0,0.050000000000000044,average,fastANI,249
3300064047_105.fna,3300064047_105,250_0,0.050000000000000044,average,fastANI,250
3300044712_49.fna,3300044712_49,251_0,0.050000000000000044,average,fastANI,251
3300082211_163.fna,3300082211_163,252_0,0.050000000000000044,average,fastANI,252
3300051196_86.fna,3300051196_86,253_0,0.050000000000000044,average,fastANI,253
3300057017_20.fna,3300057017_20,254_0,0.050000000000000044,average,fastANI,254
3300057044_52.fna,3300057044_52,255_0,0.050000000000000044,average,fastANI,255
3300057017_116.fna,3300057017_116,256_1,0.050000000000000044,average,fastANI,256
3300057053_65.fna,3300057053_65,256_1,0.050000000000000044,average,fastANI,256
3300057057_58.fna,3300057057_58,256_1,0.050000000000000044,average,fastANI,256
3300057042_23.fna,3300057042_23,257_0,0.050000000000000044,average,fastANI,257
3300056897_21.fna,3300056897_21,258_1,0.050000000000000044,average,fastANI,258
3300057010_57.fna,3300057010_57,258_1,0.050000000000000044,average,fastANI,258
3300057034_6.fna,3300057034_6,258_1,0.050000000000000044,average,fastANI,258
3300057029_56.fna,3300057029_56,259_0,0.050000000000000044,average,fastANI,259
3300056751_12.fna,3300056751_12,260_0,0.050000000000000044,average,fastANI,260
3300072960_18.fna,3300072960_18,261_0,0.050000000000000044,average,fastANI,261
3300063135_44.fna,3300063135_44,262_1,0.050000000000000044,average,fastANI,262
3300063166_56.fna,3300063166_56,262_1,0.050000000000000044,average,fastANI,262
3300063417_40.fna,3300063417_40,262_1,0.050000000000000044,average,fastANI,262
3300063418_54.fna,3300063418_54,262_1,0.050000000000000044,average,fastANI,262
3300061213_99.fna,3300061213_99,263_0,0.050000000000000044,average,fastANI,263
3300054985_4.fna,3300054985_4,264_1,0.050000000000000044,average,fastANI,264
3300054988_15.fna,3300054988_15,264_1,0.050000000000000044,average,fastANI,264
3300056867_133.fna,3300056867_133,265_1,0.050000000000000044,average,fastANI,265
3300056996_67.fna,3300056996_67,265_1,0.050000000000000044,average,fastANI,265
3300028800_17.fna,3300028800_17,266_0,0.050000000000000044,average,fastANI,266
3300054967_2.fna,3300054967_2,267_0,0.050000000000000044,average,fastANI,267
3300055072_123.fna,3300055072_123,268_0,0.050000000000000044,average,fastANI,268
3300054967_30.fna,3300054967_30,269_0,0.050000000000000044,average,fastANI,269
3300055099_65.fna,3300055099_65,270_0,0.050000000000000044,average,fastANI,270
3300054967_69.fna,3300054967_69,271_0,0.050000000000000044,average,fastANI,271
3300060887_39.fna,3300060887_39,272_1,0.050000000000000044,average,fastANI,272
3300060914_30.fna,3300060914_30,272_1,0.050000000000000044,average,fastANI,272
3300079551_16.fna,3300079551_16,272_1,0.050000000000000044,average,fastANI,272
3300082235_16.fna,3300082235_16,272_1,0.050000000000000044,average,fastANI,272
3300082236_9.fna,3300082236_9,272_1,0.050000000000000044,average,fastANI,272
3300056881_33.fna,3300056881_33,273_0,0.050000000000000044,average,fastANI,273
3300060885_74.fna,3300060885_74,274_1,0.050000000000000044,average,fastANI,274
3300061856_82.fna,3300061856_82,274_1,0.050000000000000044,average,fastANI,274
3300075532_62.fna,3300075532_62,274_1,0.050000000000000044,average,fastANI,274
3300076620_3.fna,3300076620_3,274_1,0.050000000000000044,average,fastANI,274
