"genome","completeness","contamination"
"3300031778_4.fna",97.84,7.96
"3300031788_20.fna",75.46,5.19
"3300031788_22.fna",84.96,2.81
"3300031788_17.fna",80.55,0.99
"3300031788_10.fna",94.27,1.08
"3300031819_6.fna",90.81,1.47
"3300031821_6.fna",97.87,1.98
"3300031821_7.fna",74.39,1.16
"3300031832_4.fna",98.97,4.95
"3300031837_21.fna",80.5,2.4
"3300031837_16.fna",97.77,1.55
"3300031837_13.fna",78.52,2.4
"3300031837_19.fna",88.08,0.29
"3300031837_24.fna",71.29,0.99
"3300031860_4.fna",74.96,0.47
"3300031902_23.fna",75.83,1.08
"3300031908_4.fna",83.17,2.11
"3300031938_6.fna",99.01,0.49
"3300031939_7.fna",73.22,4.52
"3300031941_5.fna",77.35,4.75
"3300031949_33.fna",92.64,7.39
"3300031949_31.fna",98.84,0
"3300031949_24.fna",94.14,0
"3300031949_35.fna",94.32,3.61
"3300031949_44.fna",75.56,1.75
"3300031949_30.fna",96.7,2.46
"3300031949_27.fna",96.91,3.24
"3300031949_47.fna",72.35,2.2
"3300031949_49.fna",96.6,1.05
"3300031949_25.fna",88.36,7.14
"3300031949_36.fna",83.52,1.1
"3300031965_39.fna",72.28,1.98
"3300031965_19.fna",98.58,0.91
"3300031965_24.fna",76.27,1.29
"3300031965_26.fna",79.66,3.54
"3300031965_23.fna",95.71,1.51
"3300031965_21.fna",84.03,1.68
"3300031996_7.fna",99.26,1.52
"3300032000_2.fna",73.87,2.37
"3300032008_3.fna",94.66,3.69
"3300032008_5.fna",82.58,2.8
"3300032009_4.fna",93.43,2.49
"3300032009_7.fna",80.48,1.29
"3300032010_4.fna",79.69,6.38
"3300032074_7.fna",82.23,1.97
"3300032144_10.fna",100,2.2
"3300032157_30.fna",75.84,2.25
"3300032157_11.fna",96.36,4.65
"3300032157_18.fna",85.71,0.63
"3300032157_15.fna",94.92,2.58
"3300032157_24.fna",72.42,1.69
"3300032157_14.fna",88.03,3.23
"3300032174_5.fna",74.84,4.61
"3300032180_7.fna",83.29,1.1
"3300032205_5.fna",70.22,9.29
"3300032770_10.fna",99.01,1.48
"3300032770_15.fna",96.28,6.31
"3300032770_26.fna",78.11,5.51
"3300032770_18.fna",92.12,0.99
"3300032770_20.fna",96.99,1.09
"3300032770_45.fna",77.27,0.56
"3300032770_13.fna",90.11,6.29
"3300032770_32.fna",72.58,5.02
"3300032770_19.fna",76.78,1.12
"3300032782_7.fna",71.92,6.7
"3300032783_18.fna",79.45,5
"3300032783_22.fna",74.54,1.58
"3300032805_15.fna",87.64,2.25
"3300032805_20.fna",80.21,1.63
"3300032805_11.fna",94.1,3.23
"3300032805_23.fna",78.97,0
"3300032829_27.fna",73.77,1.63
"3300032829_21.fna",78.11,9.44
"3300032829_16.fna",73.02,3.06
"3300032892_21.fna",91.72,5.97
"3300032892_19.fna",91.18,4.92
"3300032892_16.fna",95.6,1.1
"3300032895_16.fna",76.79,1.87
"3300032897_36.fna",77.78,1.71
"3300032897_28.fna",88.56,5.28
"3300032897_30.fna",87.9,0
"3300032897_18.fna",97.27,3.28
"3300032897_25.fna",91.57,4.79
"3300032897_32.fna",87.21,0
"3300032898_27.fna",75.23,2.18
"3300032954_9.fna",97.03,2.96
"3300032954_20.fna",86,1.6
"3300032954_11.fna",89.04,1.72
"3300032954_13.fna",89.23,6.38
"3300033004_15.fna",96.76,9.77
"3300033158_14.fna",74.44,2.76
"3300033158_12.fna",71.66,1.38
"3300033289_6.fna",99.39,0
"3300033289_7.fna",79.64,2.07
"3300033402_43.fna",81.31,2.8
"3300033402_32.fna",78.06,7.8
"3300033402_38.fna",90.9,0.89
"3300033402_36.fna",88.76,4.66
"3300033402_24.fna",99.83,6.74
"3300033402_27.fna",93.26,3.37
"3300033402_22.fna",93.46,5.14
"3300033402_31.fna",96.03,1.12
"3300033405_30.fna",85.29,1.12
"3300033405_32.fna",72.26,1.94
"3300033405_65.fna",74.92,0.93
"3300033405_19.fna",93.46,5.14
"3300033405_51.fna",83.96,1.87
"3300033405_39.fna",92.3,0.66
"3300033405_40.fna",71.85,3.23
"3300033405_44.fna",100,0.93
"3300033406_12.fna",96.49,0
"3300033406_8.fna",97.53,1.34
"3300033406_13.fna",98.39,1.61
"3300033406_19.fna",89.6,0.34
"3300033406_16.fna",100,0.85
"3300033413_19.fna",99.43,0
"3300033416_24.fna",79.9,1.41
"3300033427_1.fna",99.02,1.34
"3300033432_3.fna",99.43,0
"3300033433_22.fna",79.2,3.16
"3300033433_20.fna",82.81,4.4
"3300033433_15.fna",96.7,6.14
"3300033434_15.fna",70.69,0
"3300033434_13.fna",95.61,5.97
"3300033434_8.fna",98.72,1.34
"3300033481_9.fna",99.02,1.37
"3300033481_11.fna",86.77,2.09
"3300033481_15.fna",84.89,1.07
"3300033486_16.fna",74.8,3.73
"3300033501_5.fna",74.63,0.66
"3300033561_4.fna",74.36,0.85
"3300033561_5.fna",87.84,4.76
"3300033755_23.fna",72.63,0.93
"3300033755_22.fna",96.76,0.97
"3300033755_13.fna",76.92,1.99
"3300033755_12.fna",99.74,5.26
"3300033755_18.fna",92.97,0.65
"3300033755_14.fna",81.76,5.41
"3300033982_11.fna",95.51,3.75
"3300033982_16.fna",98.22,0.97
"3300033983_11.fna",94.94,2.25
"3300033983_10.fna",93.55,0
"3300033983_9.fna",89.09,7.05
"3300034000_2.fna",96.24,9.67
"3300034000_1.fna",95.75,4.76
"3300034000_3.fna",87.44,4.87
"3300034002_5.fna",88.21,2.74
"3300034002_3.fna",88.03,6.15
"3300034002_4.fna",91.14,4.33
"3300034003_1.fna",95.69,0.86
"3300034004_3.fna",97.05,3.87
"3300034004_6.fna",89.47,1.26
"3300034004_4.fna",96.53,5.18
"3300034008_4.fna",82.13,9.7
"3300034008_2.fna",93.85,6.94
"3300034024_3.fna",98.82,0.94
"3300034024_7.fna",90.77,1.27
"3300034024_4.fna",74.64,5.65
"3300034031_4.fna",95.37,0
"3300034031_7.fna",84.16,0.95
"3300034031_2.fna",98.47,2.63
"3300034031_6.fna",99.65,0
"3300034123_2.fna",99.09,3.82
"3300034124_4.fna",84,9.97
"3300034126_7.fna",92.77,2.94
"3300034126_2.fna",94.9,0.58
"3300034132_3.fna",85.69,1.72
"3300034133_1.fna",96.58,4.42
"3300034134_4.fna",99.7,8.7
"3300034134_6.fna",86.85,4.33
"3300034134_5.fna",93.11,1.37
"3300034136_1.fna",83.19,2.49
"3300034136_2.fna",98.9,5.49
"3300034136_3.fna",96.5,2.45
"3300034146_3.fna",97.86,2.88
"3300034155_4.fna",86.75,0.85
"3300034155_3.fna",89.6,2.56
"3300034158_6.fna",85.08,8.63
"3300034160_4.fna",100,0.55
"3300034163_6.fna",92.82,5.84
"3300034173_1.fna",97.88,2.73
"3300034173_4.fna",99.15,5.2
"3300034174_3.fna",84.62,4.34
"3300034174_2.fna",97.44,8.88
"3300034174_4.fna",90.58,1.09
"3300034199_4.fna",74.01,3.92
"3300034220_3.fna",99.15,0.4
"3300034220_2.fna",98.9,5.49
"3300034220_6.fna",99.51,3.1
"3300034281_4.fna",98.25,5.58
"3300034281_5.fna",83.13,5.93
"3300034281_6.fna",97.01,3.27
"3300034358_3.fna",93.84,0.49
"3300034376_2.fna",96.94,1.93
"3300034392_1.fna",97.44,5.18
"3300034393_1.fna",93.97,4.27
"3300034393_2.fna",75.32,0.47
"3300034630_2.fna",99.7,0
"3300034630_6.fna",99.95,6.47
"3300034630_3.fna",95.2,1.07
"3300034630_5.fna",99.69,0
"3300034630_4.fna",99.06,0.47
"3300034630_7.fna",99.68,0
"3300034631_8.fna",99.68,0.32
"3300034631_6.fna",100,0
"3300034631_4.fna",99.7,0.89
"3300034631_5.fna",99,0.75
"3300034631_7.fna",98.38,0.19
"3300035001_2.fna",99.84,0.47
"3300035001_5.fna",98.46,1.6
"3300035001_4.fna",98.37,0.83
"3300035005_2.fna",99.56,0.44
"3300035005_1.fna",99.51,1.93
"3300035010_10.fna",99.51,0.9
"3300035010_12.fna",100,0.65
"3300035010_6.fna",99.51,1.23
"3300035010_2.fna",96.28,5.01
"3300035010_7.fna",99.75,0
"3300035010_11.fna",99.49,0
"3300035010_3.fna",99.41,0.47
"3300035010_8.fna",100,0.49
"3300035010_5.fna",99.1,0.53
"3300035010_4.fna",100,0.49
"3300035010_9.fna",99.11,0.41
"3300035011_3.fna",100,0.41
"3300035011_4.fna",100,0.49
"3300035011_5.fna",75.69,1.35
"3300035011_1.fna",99.7,6.11
"3300035012_3.fna",100,0.49
"3300035012_2.fna",99.53,0.59
"3300035013_1.fna",99.76,1.18
"3300035013_4.fna",99.57,0
"3300035013_3.fna",92.97,2.67
"3300035013_2.fna",99.39,0.52
"3300035016_3.fna",98.82,0
"3300035016_7.fna",99.66,0.8
"3300035016_6.fna",99.7,0.74
"3300035016_5.fna",98.48,1.14
"3300035016_4.fna",98.91,1.16
"3300035019_4.fna",96.58,5.13
"3300035019_5.fna",98.58,0.59
"3300035019_2.fna",99.76,0.59
"3300035019_3.fna",98.9,8.79
"3300035020_2.fna",99.76,0.59
"3300035020_4.fna",98.99,1.01
"3300035020_3.fna",100,0.5
"3300035020_6.fna",82.41,0.71
"3300035073_4.fna",80.69,4.37
"3300035097_5.fna",95.58,5.18
"3300035109_6.fna",88.43,4.48
"3300035109_8.fna",99.52,2.56
"3300035168_6.fna",81.01,0.45
"3300035168_5.fna",96.58,2.85
"3300035168_7.fna",77.73,0.89
"3300035674_10.fna",90.11,2.49
"3300035674_7.fna",95.91,2.73
"3300035683_9.fna",91.41,2.73
"3300035684_8.fna",99.51,1.48
"3300035685_7.fna",98.18,8.28
"3300035686_7.fna",97.44,4.32
"3300035704_12.fna",72.24,0.68
"3300035704_7.fna",83.33,1.35
"3300036389_5.fna",99.35,0
"3300036389_2.fna",99.28,1.33
"3300036389_3.fna",100,0.6
"3300036390_1.fna",99.15,1.14
"3300036390_3.fna",97.02,0.46
"3300036390_6.fna",80.71,0
"3300036390_5.fna",99.66,0.34
"3300036390_4.fna",99.11,3.07
"3300036392_1.fna",100,1.33
"3300036392_3.fna",99.5,0
"3300036393_4.fna",99.76,2.65
"3300036393_3.fna",96.31,3.75
"3300036393_7.fna",77.03,1.04
"3300036393_5.fna",90.48,0.1
"3300036393_2.fna",97.78,0.9
"3300036395_2.fna",99.17,1.18
"3300036395_3.fna",83.08,0
"3300036402_6.fna",99.51,0.74
"3300036402_5.fna",72.07,1.1
"3300036407_3.fna",98.14,0.22
"3300036407_5.fna",98.99,2.7
"3300036407_6.fna",99.84,0.19
"3300036407_7.fna",97.39,0.01
"3300036407_2.fna",99.69,1.34
"3300036407_4.fna",98.7,0
"3300036443_4.fna",99.92,0.8
"3300036443_3.fna",99.11,2.67
"3300036443_2.fna",98.9,5.68
"3300036444_4.fna",99.56,0.78
"3300036444_6.fna",100,0.6
"3300036444_8.fna",99.37,0
"3300036444_7.fna",82.71,1.49
"3300036520_2.fna",99.04,0.52
"3300036520_3.fna",92.86,4.4
"3300036520_8.fna",95.91,0
"3300036520_7.fna",93.62,1.36
"3300036520_5.fna",98.11,2.04
"3300036521_7.fna",99.49,1.01
"3300036521_8.fna",70.37,0.51
"3300036521_5.fna",99.09,0.74
"3300036521_2.fna",96.28,5.01
"3300036521_3.fna",99.78,1.44
"3300036521_6.fna",98.59,0.12
"3300036645_4.fna",98.29,8.78
"3300036645_6.fna",96.64,0.84
"3300036665_1.fna",79.02,1.2
"3300036666_1.fna",83.59,2.27
"3300036667_1.fna",99.13,0
"3300036674_2.fna",72.52,2.66
"3300036717_11.fna",81.6,2.79
"3300036717_9.fna",88.16,6.27
"3300036771_7.fna",90.08,6.2
"3300036771_10.fna",99.14,1.29
"3300036771_9.fna",98.65,0.08
"3300036772_8.fna",74.75,0.7
"3300036773_6.fna",84.5,2.59
"3300036778_6.fna",80.04,6.98
"3300036780_12.fna",86.75,6.53
"3300036780_17.fna",81.83,1.72
"3300036780_8.fna",88.07,8.09
"3300036780_18.fna",90.76,2.03
"3300036780_13.fna",70.69,2.03
"3300036780_10.fna",90.28,0.93
"3300036781_12.fna",85.37,7.39
"3300036782_7.fna",92.86,0
"3300036782_8.fna",94.48,6.9
"3300036782_6.fna",73.82,4.19
"3300036783_8.fna",81.62,0.91
"3300036783_14.fna",97.12,0.52
"3300036785_4.fna",100,8.69
"3300036787_7.fna",85.15,2.29
"3300036787_9.fna",85.47,1.28
"3300036787_8.fna",95.92,1.31
"3300036790_20.fna",92.41,0
"3300036790_17.fna",83.72,0.85
"3300036790_15.fna",87.41,1.08
"3300036792_12.fna",72.77,0.99
"3300036792_7.fna",97.12,6.9
"3300036792_9.fna",82.03,0
"3300036792_8.fna",92.46,0.16
"3300036792_10.fna",78.4,0
"3300036792_6.fna",96.75,1.23
"3300036793_5.fna",99.66,0.55
"3300036793_6.fna",70.79,3.84
"3300036793_7.fna",94.55,4.29
"3300036793_10.fna",100,2.04
"3300036797_6.fna",98.54,2.13
"3300036798_4.fna",82.13,2.51
"3300036798_3.fna",98.13,0
"3300036800_14.fna",78.4,1.64
"3300036800_15.fna",86.99,1.03
"3300036800_24.fna",75.41,0.11
"3300036801_7.fna",96.28,2.93
"3300036804_9.fna",93.02,0.97
"3300036804_11.fna",80.78,0.86
"3300036804_6.fna",98.24,2.07
"3300036805_10.fna",79.21,1.7
"3300036806_6.fna",94.77,3.49
"3300036806_13.fna",96.28,0.9
"3300036815_5.fna",72.57,3.24
"3300036815_4.fna",82.61,1.76
"3300036816_6.fna",95.22,4.97
"3300036816_5.fna",99.97,0.11
"3300036816_4.fna",99.85,0.37
"3300036818_5.fna",97.3,3.38
"3300036821_4.fna",98.77,0.98
"3300036824_3.fna",97.77,0.15
"3300036827_7.fna",75,1.72
"3300036827_10.fna",70.08,3.58
"3300036828_7.fna",98.68,1.49
"3300036830_12.fna",72.97,2.03
"3300036830_22.fna",77.01,2.78
"3300036830_9.fna",87.93,2.38
"3300036831_4.fna",82.19,8.33
"3300036831_3.fna",88.89,4.27
"3300036834_4.fna",98.21,0.48
"3300036834_5.fna",100,8.28
"3300036836_10.fna",71.01,1.68
"3300036836_8.fna",77.41,8.97
"3300036837_10.fna",70.32,8.26
"3300036839_9.fna",76.51,8.43
"3300036840_8.fna",76.89,6.46
"3300036841_8.fna",83,0
"3300036845_8.fna",91.03,2.56
"3300036846_11.fna",100,2.6
"3300036846_13.fna",99.62,0
"3300036846_12.fna",79.77,4.12
"3300036847_10.fna",75.6,1.68
"3300036850_8.fna",98.06,1.94
"3300036850_9.fna",80.68,7.02
"3300036851_10.fna",96.47,0.2
"3300036852_15.fna",83.33,0
"3300036852_12.fna",100,0.97
"3300036852_17.fna",80.56,0.93
"3300036852_10.fna",70.32,2.93
"3300036855_5.fna",96.48,0.86
"3300036856_4.fna",98.36,0.57
"3300036857_7.fna",97.47,6.25
"3300036859_20.fna",74.69,0
"3300036859_10.fna",86.97,0.85
"3300036859_25.fna",80.93,0.93
"3300036859_18.fna",98.54,0.97
"3300036859_16.fna",97.44,0
"3300036859_26.fna",76.41,0
"3300036860_21.fna",78.66,0
"3300036860_9.fna",98.28,0.36
"3300036860_10.fna",96.59,1.14
"3300036861_24.fna",78.66,0
"3300036861_12.fna",96.59,1.14
"3300036861_13.fna",79.27,0.38
"3300036865_5.fna",88.02,6.17
"3300036867_3.fna",76.88,0.7
"3300036873_3.fna",96.98,1.64
"3300036876_12.fna",86.52,0.56
"3300036876_11.fna",81.82,1.89
"3300036876_9.fna",97.29,1.52
"3300036878_7.fna",96.15,0.43
"3300036878_6.fna",96.45,0.68
"3300036879_11.fna",75.11,1.94
"3300036879_12.fna",88.53,0.84
"3300036879_4.fna",92.16,4.99
"3300036879_8.fna",95.81,0.68
"3300036880_6.fna",81.69,4.84
"3300036880_10.fna",71.28,0
"3300036880_7.fna",96.45,1.33
"3300036880_13.fna",78.77,0.65
"3300036881_8.fna",86.78,0.32
"3300036883_7.fna",96.15,8.12
"3300036884_16.fna",95.71,0.99
"3300036884_17.fna",88.5,0.71
"3300036884_13.fna",98.86,1.14
"3300036884_7.fna",97.63,1.15
"3300036884_20.fna",89.71,1.96
"3300036884_11.fna",96.77,6.02
"3300036885_20.fna",76.04,5.89
"3300036885_13.fna",98.89,1.53
"3300036885_17.fna",72.68,0.99
"3300036885_7.fna",85.38,6.13
"3300036885_9.fna",90.87,5.39
"3300036886_17.fna",99.07,0.93
"3300036886_9.fna",95.48,4.73
"3300036886_10.fna",96.59,2.27
"3300036886_11.fna",95.34,4.64
"3300036886_22.fna",84.16,0.99
"3300036886_19.fna",94.44,0
"3300036886_12.fna",84.3,1.31
"3300036886_18.fna",91.4,1.08
"3300036886_13.fna",82.85,2.56
"3300036887_9.fna",97.09,0.97
"3300036887_7.fna",97.81,5.76
"3300036887_6.fna",90.74,1.47
"3300036887_8.fna",71.29,0.03
"3300036888_5.fna",96.45,7.78
"3300036888_6.fna",96.08,1.36
"3300036888_7.fna",100,0
"3300036889_9.fna",89.8,1.74
"3300036889_10.fna",93.58,2.81
"3300036889_8.fna",89.38,1.53
"3300036889_12.fna",86.89,0.1
"3300036894_12.fna",77.03,0.78
"3300036894_10.fna",70.95,2.11
"3300036894_7.fna",86.82,4.73
"3300036895_8.fna",98.88,2.25
"3300036895_7.fna",93.69,1.55
"3300036895_6.fna",80.97,0.68
"3300036898_4.fna",85.26,1.98
"3300036900_8.fna",73.57,3.94
"3300036901_8.fna",86.62,3.34
"3300036903_6.fna",92.91,4.22
"3300036905_6.fna",97.02,2.93
"3300036906_6.fna",93.56,2.25
"3300036906_9.fna",95.92,0.65
"3300036906_7.fna",73.15,2.33
"3300036906_8.fna",91.15,0
"3300036907_5.fna",92.32,1.63
"3300036907_7.fna",89.36,1
"3300036908_9.fna",88.4,6.54
"3300036908_12.fna",80.36,0.07
"3300036908_11.fna",78.25,0.31
"3300036909_8.fna",95.16,4.55
"3300036909_6.fna",86.9,1.14
"3300036909_9.fna",98.88,2.31
"3300036911_9.fna",84.22,5.14
"3300036911_6.fna",98.69,0.6
"3300036911_7.fna",82.8,0
"3300036911_5.fna",97.91,4.62
"3300036912_9.fna",79.35,3.99
"3300036912_8.fna",86.88,1.99
"3300036913_19.fna",80.46,0.16
"3300036913_14.fna",91.94,3.29
"3300036914_5.fna",92.51,0.68
"3300036914_4.fna",84.1,6.85
"3300036928_10.fna",85.61,3.85
"3300036929_5.fna",95.68,4.76
"3300036929_10.fna",89.96,1.99
"3300036929_8.fna",77.08,0.9
"3300036930_9.fna",88.77,5.52
"3300036930_12.fna",70.57,0
"3300036930_15.fna",73.92,2.14
"3300036930_10.fna",96.15,0.43
"3300036931_10.fna",97.25,7.19
"3300036931_14.fna",89.29,2.01
"3300036932_11.fna",74.7,3.64
"3300036933_6.fna",76.5,6.41
"3300036939_5.fna",96.58,5.13
"3300036989_4.fna",80.23,5.11
"3300036991_3.fna",98.45,2.71
"3300036993_3.fna",74.22,4.2
"3300037040_8.fna",98.07,4.65
"3300037049_11.fna",91.16,2.12
"3300037049_19.fna",79.15,0
"3300037049_16.fna",82.71,0.93
"3300037049_9.fna",92.61,4.75
"3300037049_8.fna",77.7,2.74
"3300037054_4.fna",95.44,1.5
"3300037054_6.fna",94.07,1.66
"3300037060_9.fna",95.07,1.94
"3300037060_5.fna",84.62,8.12
"3300037060_10.fna",91.62,1.33
"3300037061_8.fna",94.55,1.82
"3300037061_9.fna",88.98,1.96
"3300037062_11.fna",99.35,1.05
"3300037062_9.fna",92.73,6.55
"3300037062_13.fna",93.63,2.78
"3300037063_15.fna",84.95,0.97
"3300037063_14.fna",81.83,0.81
"3300037063_7.fna",93.92,5.08
"3300037063_9.fna",79,0.88
"3300037063_13.fna",87.99,1.46
"3300037064_8.fna",86.67,0.97
"3300037064_10.fna",71.91,1.61
"3300037065_7.fna",95.61,4.1
"3300037065_9.fna",99.2,3.2
"3300037065_11.fna",94.71,1.96
"3300037066_8.fna",85.38,2.23
"3300037076_30.fna",71.29,0
"3300037076_8.fna",97.74,0
"3300037076_11.fna",96.24,1.61
"3300037076_21.fna",84.08,1.12
"3300037076_25.fna",70.79,0.5
"3300037076_16.fna",99.07,5.61
"3300037076_33.fna",70.83,0.93
"3300037076_9.fna",96.11,1.72
"3300037076_10.fna",70.26,5.64
"3300037076_20.fna",94.64,0
"3300037076_18.fna",80.32,2.33
"3300037084_9.fna",86.44,0.33
"3300037084_6.fna",95.81,1.33
"3300037085_4.fna",81.95,2.76
"3300037086_8.fna",81.08,8.39
"3300037086_14.fna",75.77,1.61
"3300037086_13.fna",88.97,2.31
"3300037087_21.fna",72.19,5.36
"3300037087_20.fna",86.93,1.96
"3300037087_10.fna",97.63,1.15
"3300037087_14.fna",97.8,3.73
"3300037087_12.fna",98.06,7.96
"3300037087_17.fna",78.73,3.42
"3300037087_15.fna",86.02,2.42
"3300037088_14.fna",74.03,1.82
"3300037088_12.fna",88.39,9.73
"3300037089_14.fna",100,0
"3300037089_15.fna",91.4,1.08
"3300037089_13.fna",98.86,6.82
"3300037089_7.fna",96.77,8.39
"3300037089_12.fna",81.35,1.85
"3300037089_16.fna",74.08,4.67
"3300037090_7.fna",88.47,2.91
"3300037090_8.fna",96.77,5.59
"3300037090_15.fna",73.27,5.01
"3300037091_13.fna",88.71,0.81
"3300037091_11.fna",83.71,2.56
"3300037091_17.fna",71.33,2.97
"3300037091_14.fna",88.63,2.8
"3300037091_10.fna",93.29,0
"3300037091_8.fna",98.06,7.31
"3300037091_12.fna",88.09,4.64
"3300037092_7.fna",96.07,2.25
"3300037092_8.fna",88.35,0
"3300037092_6.fna",74.72,3.58
"3300037094_8.fna",95.61,2.81
"3300037095_6.fna",93.05,0.63
"3300037095_5.fna",95.16,0.68
"3300037095_8.fna",96.63,1.19
"3300037095_16.fna",73.9,0
"3300037095_7.fna",97.44,5.56
"3300037097_3.fna",95.27,9
"3300037099_17.fna",78.96,0
"3300037099_8.fna",100,3.93
"3300037100_7.fna",97.97,4.36
"3300037100_9.fna",81.93,8.97
"3300037101_7.fna",91.79,0.63
"3300037101_5.fna",88.71,5.39
"3300037101_8.fna",96.63,4.56
"3300037101_9.fna",80.3,3.99
"3300037101_6.fna",92.32,1.31
"3300037102_6.fna",98.28,7.05
"3300037102_7.fna",94.84,9.52
"3300037102_9.fna",96.63,2.25
"3300037102_11.fna",95.26,1.31
"3300037102_14.fna",82.33,1.12
"3300037103_10.fna",95.92,1.96
"3300037103_8.fna",95.3,2.99
"3300037103_6.fna",96.63,2.25
"3300037103_9.fna",85.75,1.49
"3300037104_17.fna",80.12,1.1
"3300037104_21.fna",75.03,2.61
"3300037104_11.fna",99.2,2.53
"3300037104_14.fna",97.8,2.2
"3300037104_15.fna",96.7,0.99
"3300037104_22.fna",91.75,0
"3300037104_19.fna",85.95,0.13
"3300037105_13.fna",81.43,1.82
"3300037106_12.fna",84.14,1.96
"3300037106_11.fna",89.05,7.9
"3300037107_8.fna",82.76,1.15
"3300037107_7.fna",99.94,4.95
"3300037107_9.fna",76.79,4.3
"3300037108_6.fna",88.18,5.91
"3300037108_7.fna",78.72,4.4
"3300037108_10.fna",83.16,0.85
"3300037109_9.fna",90.91,2.38
"3300037109_11.fna",94.64,1.79
"3300037109_19.fna",82.02,0
"3300037109_5.fna",84.55,1.1
"3300037109_8.fna",74.75,6.83
"3300037110_7.fna",92.38,0.94
"3300037110_6.fna",88.6,6.84
"3300037115_9.fna",83.33,1.28
"3300037115_6.fna",97.48,1.4
"3300037117_10.fna",75.87,3.09
"3300037129_8.fna",73.61,0
"3300037132_8.fna",93.97,1.29
"3300037132_15.fna",83.08,3.37
"3300037132_9.fna",87.1,9.35
"3300037132_13.fna",93.46,2.34
"3300037132_12.fna",98.88,2.43
"3300037132_22.fna",77.84,0
"3300037133_8.fna",99.46,0
"3300037134_11.fna",71.91,3.81
"3300037134_9.fna",74.89,5.08
"3300037136_8.fna",92.2,1.6
"3300037138_9.fna",82.74,0.65
"3300037139_5.fna",94.83,2.6
"3300037140_10.fna",86.02,1.72
"3300037141_6.fna",90.79,3.13
"3300037142_10.fna",95.2,3.2
"3300037147_7.fna",70.69,0.86
"3300037148_8.fna",76.85,2.31
"3300037149_6.fna",86.02,1.3
"3300037153_9.fna",70.01,6.01
"3300037155_22.fna",73.97,0.19
"3300037155_12.fna",93.86,2.91
"3300037155_16.fna",73.6,3.35
"3300037155_13.fna",94.64,0
"3300037155_10.fna",100,1.28
"3300037156_8.fna",98.69,0
"3300037156_13.fna",91.76,1.56
"3300037156_11.fna",91.49,6.45
"3300037156_10.fna",99.05,0.48
"3300037156_12.fna",92.15,1.37
"3300037157_4.fna",73.49,6.67
"3300037158_6.fna",97.26,9.25
"3300037159_6.fna",92.83,0.65
"3300037159_8.fna",95.58,2.64
"3300037160_6.fna",87.96,2.98
"3300037160_5.fna",86.32,5.04
"3300037161_7.fna",86.71,3.27
"3300037162_6.fna",92.17,3.69
"3300037162_8.fna",87.92,4.08
"3300037163_8.fna",83.92,6.54
"3300037164_15.fna",73.78,0
"3300037165_5.fna",86.11,6.64
"3300037165_8.fna",79.39,3.42
"3300037165_9.fna",90.11,2.36
"3300037165_10.fna",82.3,0.85
"3300037166_10.fna",97.19,3.37
"3300037166_9.fna",89.01,0.61
"3300037166_8.fna",83.73,3.38
"3300037167_8.fna",92.39,1.96
"3300037168_6.fna",89.18,5.49
"3300037169_7.fna",92.74,4
"3300037170_6.fna",96.45,4.28
"3300037171_6.fna",96.15,2.14
"3300037171_7.fna",91.31,2.55
"3300037171_5.fna",96.45,1.33
"3300037171_10.fna",92.81,1.31
"3300037171_8.fna",85.27,2.81
"3300037172_11.fna",82.8,2.14
"3300037174_7.fna",96.15,0.43
"3300037175_8.fna",96.15,0.43
"3300037175_7.fna",83.07,8.5
"3300037175_9.fna",84.19,5.56
"3300037175_6.fna",91.79,0.29
"3300037176_9.fna",96.45,1.97
"3300037176_13.fna",73.79,0.97
"3300037176_12.fna",93.3,1.03
"3300037176_11.fna",83.2,3.44
"3300037176_7.fna",81.19,1.75
"3300037180_6.fna",89.73,0.38
"3300037181_12.fna",75.85,1.28
"3300037182_9.fna",91.37,2.22
"3300037182_7.fna",87.8,1.65
"3300037184_7.fna",78.16,3.71
"3300037184_16.fna",76.85,0
"3300037185_12.fna",87.31,0.93
"3300037185_11.fna",83.61,6.18
