"MAG_ID","IMG.Genome.ID","Bin.Completeness","Bin.Contamination","Average.Coverage","Genome_size_Mbp","Ecosystem.x","Latitude","Longitude","Source","GTDB.Taxonomy.Lineage"
"3300031238_5",3300031238,99.46,2.45,43.24,4.353033,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Rhodoferax"
"3300031239_7",3300031239,99.57,0.85,30.11,2.929218,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Methylophilaceae; Methylotenera_A"
"3300031239_8",3300031239,78.72,0.86,13.24,2.734133,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Bacteroidota; UBA10030; UBA10030"
"3300031240_22",3300031240,70.22,2.25,20.14,0.673865,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Patescibacteria; CPR2; UBA1875"
"3300031241_12",3300031241,98.54,1.94,17.26,1.746397,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Archaea; Crenarchaeota; Nitrososphaeria; Nitrososphaerales; Nitrosopumilaceae; Nitrosotalea"
"3300031241_11",3300031241,74,1.51,11.71,2.610799,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; SCN-68-22"
"3300031242_4",3300031242,94.3,4.23,16.84,3.662877,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Bacteroidota; UBA10030; UBA10030"
"3300031242_5",3300031242,71.47,4.93,11.82,3.346331,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; RBG-16-67-19"
"3300031242_9",3300031242,72.77,0,24.68,1.354192,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Patescibacteria; ABY1; Uhrbacterales; GWA2-47-26"
"3300031247_5",3300031247,74.39,1.96,14.73,8.180549,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Myxococcota; Polyangia; Polyangiales; NIC37A-2"
"3300031249_3",3300031249,83.9,0,15.08,4.547269,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Planctomycetota; Phycisphaerae; SM23-33"
"3300031250_10",3300031250,88.98,7.74,14.93,3.582752,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Bacteroidota; UBA10030; UBA10030"
"3300031250_9",3300031250,77.4,4.08,12.35,3.996649,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Paucibacter"
"3300031250_24",3300031250,71.84,0,16.04,0.823582,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Patescibacteria; Paceibacteria; UBA9983; Taylorbacteraceae; C7867-002"
"3300031250_12",3300031250,77.41,3.01,15.17,3.044079,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Bacteroidota; Ignavibacteria; SJA-28; OLB5"
"3300031251_8",3300031251,85.36,5.72,13.07,8.616362,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Planctomycetota; Planctomycetes; Planctomycetales; Planctomycetaceae; Schlesneria"
"3300031251_14",3300031251,73.68,7.02,13.36,5.412789,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales; Methylomonadaceae; Methylobacter_A"
"3300031251_21",3300031251,99.72,1.04,21.19,4.259272,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; UBA1301; UBA1301; UBA6038"
"3300031251_15",3300031251,98.65,0.98,21.37,5.049203,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Aquabacterium"
"3300031251_9",3300031251,100,5.85,23.21,7.829374,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Parafilimonas"
"3300031251_13",3300031251,95.83,8.14,13.28,6.245301,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae"
"3300031251_20",3300031251,98.92,1.77,21.84,4.584449,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Spongiibacteraceae"
"3300031251_24",3300031251,89.66,0.99,23.42,3.722978,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae"
"3300031251_18",3300031251,93.81,1.67,20.77,4.674274,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Bacteroidales"
"3300031251_34",3300031251,77.24,8.99,18.91,1.191147,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Patescibacteria; Paceibacteria; UBA9983; Taylorbacteraceae; C7867-002"
"3300031251_19",3300031251,100,0.99,39.79,4.631585,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae"
"3300031251_26",3300031251,96.11,0.86,83.98,3.054484,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Porticoccaceae"
"3300031344_27",3300031344,91.75,0.07,13.16,1.61655,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Archaea; Crenarchaeota; Nitrososphaeria; Nitrososphaerales; Nitrosopumilaceae; Nitrosotalea"
"3300031344_20",3300031344,95.45,1.14,25.9,2.712375,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Planctomycetota; Phycisphaerae; SG8-4; SG8-4"
"3300031344_21",3300031344,94.38,8.91,13.6,2.452044,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Elusimicrobiota; Endomicrobia; Endomicrobiales"
"3300031344_45",3300031344,73.64,0.86,13.84,0.468339,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Patescibacteria; Paceibacteria; UBA9983; Taylorbacteraceae; C7867-002"
"3300031344_14",3300031344,97.8,0,17.82,3.626694,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; AABM5-125-24; AABM5-125-24"
"3300031344_12",3300031344,99.38,0.14,17.76,3.812713,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Aquabacterium"
"3300031344_17",3300031344,79.39,7.77,16.4,3.071375,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Spirochaetota; Spirochaetia; Treponematales; UBA8932"
"3300031548_23",3300031548,72.14,0,38.9,2.367922,"Host-associated; Plants; Roots; Rhizosphere; Soil",38.5,-121.7,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Akkermansiaceae; Haloferula"
"3300031548_12",3300031548,87.34,3.21,13.5,4.059232,"Host-associated; Plants; Roots; Rhizosphere; Soil",38.5,-121.7,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium"
"3300031548_13",3300031548,100,4.66,17.03,3.883638,"Host-associated; Plants; Roots; Rhizosphere; Soil",38.5,-121.7,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola"
"3300031548_18",3300031548,89.73,0.17,109.7,3.010032,"Host-associated; Plants; Roots; Rhizosphere; Soil",38.5,-121.7,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; IMCC26134"
"3300031595_10",3300031595,81.32,5.57,24.62,2.754492,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae"
"3300031595_6",3300031595,70.96,1.42,9.04,6.225344,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Cyanobacteriota; Vampirovibrionia; Obscuribacterales; Obscuribacteraceae"
"3300031595_12",3300031595,92.23,3.38,16.66,2.10274,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae"
"3300031691_8",3300031691,75.67,9.27,12.51,3.892162,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",30.2619,-88.2383,"plant-associated","Bacteria; Chloroflexota; Anaerolineae; Anaerolineales; UBA4823"
"3300031711_19",3300031711,97.57,7.04,11.31,1.881165,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Archaea; Crenarchaeota; Nitrososphaeria; Nitrososphaerales; Nitrosopumilaceae; Nitrosotalea"
"3300031711_12",3300031711,96.92,0.5,29.11,3.537162,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; SCN-68-22"
"3300031711_11",3300031711,97.8,0,19.22,3.594163,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; AABM5-125-24; AABM5-125-24"
"3300031712_8",3300031712,97.8,0,14.43,3.640732,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; AABM5-125-24; AABM5-125-24"
"3300031712_13",3300031712,97.75,3.37,17.02,2.667872,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Elusimicrobiota; Endomicrobia; Endomicrobiales"
"3300031712_12",3300031712,87.81,6.45,26.14,3.00671,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Omnitrophota; koll11; 4484-171; 4484-171"
"3300031712_7",3300031712,93.2,6.34,20.29,4.328169,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; RBG-16-67-19"
"3300031712_10",3300031712,71.37,7.98,25.35,3.452259,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Spirochaetota; Spirochaetia; Treponematales; UBA8932"
"3300031712_18",3300031712,72.77,2.27,26.44,1.432245,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Patescibacteria; ABY1; Uhrbacterales; GWA2-47-26"
"3300031712_23",3300031712,76.85,0,13.65,0.768112,"Host-associated; Plants; Roots; Rhizosphere; Soil",47.6516,-122.3045,"plant-associated","Bacteria; Patescibacteria; Paceibacteria; UBA6257; 2-01-FULL-56-20"
"3300031728_11",3300031728,75.86,3.29,12.25,2.487996,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",30.2619,-88.2383,"plant-associated","Bacteria; UBP1; PRR-12; SSS58A; SSS58A"
"3300031728_6",3300031728,74.91,5.04,12.42,4.26448,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",30.2619,-88.2383,"plant-associated","Bacteria; Gemmatimonadota; Gemmatimonadetes; SG8-23"
"3300031852_7",3300031852,90.41,0.68,67.75,2.794503,"Host-associated; Plants; Roots; Rhizosphere; Soil",38.5,-121.7,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; IMCC26134"
"3300031852_6",3300031852,95.72,2.61,31.05,5.095149,"Host-associated; Plants; Roots; Rhizosphere; Soil",38.5,-121.7,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium"
"3300031901_10",3300031901,85.34,8.29,13.19,4.032024,"Host-associated; Plants; Roots; Rhizosphere; Soil",38.5,-121.7,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Cellvibrionaceae; Cellvibrio; GCF_000263355.1"
"3300031995_8",3300031995,88.36,0.37,24.67,2.760451,"Host-associated; Plants; Roots; Rhizosphere; Soil",38.5,-121.7,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; IMCC26134"
"3300032002_9",3300032002,87.76,5.77,15.51,5.04898,"Host-associated; Plants; Roots; Rhizosphere; Soil",38.5,-121.7,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae"
"3300032004_16",3300032004,72.48,1.02,17.8,2.161521,"Host-associated; Plants; Roots; Rhizosphere; Soil",38.5,-121.7,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium"
"3300032005_9",3300032005,76.37,6.02,22.64,3.203327,"Host-associated; Plants; Roots; Rhizosphere; Soil",38.5,-121.7,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; GCA-002722245"
"3300032005_7",3300032005,97.84,9.04,158.12,5.935029,"Host-associated; Plants; Roots; Rhizosphere; Soil",38.5,-121.7,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium"
"3300034817_1",3300034817,71.01,9.78,14.63,3.261987,"Host-associated; Plants; Roots; Rhizosphere; Soil",39.6589,-79.9058,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys"
"3300035089_4",3300035089,89.11,3.38,13.08,3.471899,"Host-associated; Plants; Roots; Rhizosphere; Soil",46.1125,-122.987,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae"
"3300035112_3",3300035112,95.95,2.25,23.71,3.882644,"Host-associated; Plants; Roots; Rhizosphere; Soil",39.6589,-79.9058,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae"
"3300035114_2",3300035114,97.24,2.15,14.71,5.963055,"Host-associated; Plants; Roots; Rhizosphere; Soil",39.6589,-79.9058,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Pelomonas"
"3300035117_5",3300035117,83.42,2.91,9.63,3.435408,"Host-associated; Plants; Roots; Rhizosphere; Soil",46.1125,-122.987,"plant-associated","Archaea; Crenarchaeota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae"
"3300035118_5",3300035118,88.51,2.91,10.12,3.806712,"Host-associated; Plants; Roots; Rhizosphere; Soil",46.1125,-122.987,"plant-associated","Archaea; Crenarchaeota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae"
"3300035118_4",3300035118,78.62,2.42,8.22,7.133763,"Host-associated; Plants; Roots; Rhizosphere; Soil",46.1125,-122.987,"plant-associated","Bacteria; Chloroflexota; Ktedonobacteria; Ktedonobacterales; Ktedonobacteraceae"
"3300035119_4",3300035119,88.61,6.47,9.61,9.553206,"Host-associated; Plants; Roots; Rhizosphere; Soil",46.1125,-122.987,"plant-associated","Bacteria; Chloroflexota; Ktedonobacteria; Ktedonobacterales; Ktedonobacteraceae; UBA11361"
"3300035170_5",3300035170,71.98,1.2,11.57,1.148527,"Host-associated; Plants; Roots; Rhizosphere; Soil",46.1125,-122.987,"plant-associated","Bacteria; Dependentiae; Babeliae; Babeliales; Vermiphilaceae"
"3300035172_4",3300035172,87.14,2.91,11.69,3.994284,"Host-associated; Plants; Roots; Rhizosphere; Soil",46.1125,-122.987,"plant-associated","Archaea; Crenarchaeota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae"
"3300035242_4",3300035242,84.48,2.7,13.08,3.360796,"Host-associated; Plants; Roots; Rhizosphere; Soil",39.6589,-79.9058,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae"
"3300035691_4",3300035691,98.65,2.28,34.36,4.062532,"Host-associated; Plants; Roots; Rhizosphere; Soil",39.6589,-79.9058,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae"
"3300035695_11",3300035695,71.25,0.1,12.3,1.154182,"Host-associated; Plants; Roots; Rhizosphere; Soil",46.1125,-122.987,"plant-associated","Bacteria; Dependentiae; Babeliae; Babeliales; Vermiphilaceae"
"3300035695_5",3300035695,98.68,7.26,55.44,9.212707,"Host-associated; Plants; Roots; Rhizosphere; Soil",46.1125,-122.987,"plant-associated","Bacteria; Chloroflexota; Ktedonobacteria; Ktedonobacterales; Ktedonobacteraceae"
"3300035724_6",3300035724,98.06,2.91,14.49,4.384774,"Host-associated; Plants; Roots; Rhizosphere; Soil",46.1125,-122.987,"plant-associated","Archaea; Crenarchaeota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae"
"3300035724_5",3300035724,77.24,4.95,8.42,4.555314,"Host-associated; Plants; Roots; Rhizosphere; Soil",46.1125,-122.987,"plant-associated","Bacteria; Chloroflexota; Ktedonobacteria; Ktedonobacterales; Ktedonobacteraceae; UBA11361"
"3300036401_7",3300036401,94.17,1.94,25.76,4.418533,"Host-associated; Plants; Roots; Rhizosphere; Soil",46.1125,-122.987,"plant-associated","Archaea; Crenarchaeota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae"
"3300036401_10",3300036401,77.36,5.72,13.21,2.898007,"Host-associated; Plants; Roots; Rhizosphere; Soil",46.1125,-122.987,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae"
"3300037466_18",3300037466,85.86,1.42,20.41,1.776138,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",37.9315,-122.0212,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae"
"3300037466_12",3300037466,76.42,7.07,14,3.065565,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",37.9315,-122.0212,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Paracaedibacterales"
"3300037466_25",3300037466,73.04,0,14.56,0.803774,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",37.9315,-122.0212,"plant-associated","Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; UBA4665; UBA5150"
"3300037471_14",3300037471,99.05,0.95,21.15,4.25587,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",37.9315,-122.0212,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; AKYH767; 2-12-FULL-35-15; 2-12-FULL-35-15"
"3300037471_20",3300037471,98.1,8.84,12.84,1.92945,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",37.9315,-122.0212,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae"
"3300037471_24",3300037471,91.32,0,46,1.356358,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",37.9315,-122.0212,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; UBA1280; UBA6156"
"3300037471_13",3300037471,79.01,4.16,11.79,4.537196,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",37.9315,-122.0212,"plant-associated","Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae"
"3300037471_16",3300037471,87.16,4.73,10.17,3.892483,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",37.9315,-122.0212,"plant-associated","Bacteria; Bdellovibrionota; Bdellovibrionia; Bdellovibrionales; Bdellovibrionaceae"
"3300038443_13",3300038443,87.54,1.46,11.18,3.632273,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",37.9315,-122.0212,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; AKYH767; b-17BO; UBA2475"
"3300041404_3",3300041404,97.36,1.43,17.68,4.261552,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",41.8942,-103.685,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Luteibacter"
"3300041404_16",3300041404,78.32,1.04,22.25,4.363623,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",41.8942,-103.685,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas_F"
